r_profile_id,r_profile_name,bought_date,year_built,gfa_sqft,gla_sqft,profile_active,wbtc,lifecycle_stage_id,management_co_id,r_primary_property_type_id,profile_source_id,region_country_id,city_state_province_id
2834593,1839,2001-12-14,2002,322715,312967,1,0,1,169,17,1,16,138
2713394,1840,2001-12-14,2002,310906,300564,1,0,1,169,17,1,16,138
3663306,23,2005-07-14,1988,46674,46674,1,0,1,108,29,1,16,139
3663278,10,2005-07-14,1988,48379,48379,1,0,1,108,29,1,16,139
19584784,554,2011-09-30,2009,50133,50133,1,1,1,66,16,1,16,408
19584785,555,2011-09-30,2009,49949,49949,1,1,1,66,16,1,16,408
19584786,556,2011-09-30,2009,33434,33434,1,1,1,66,16,1,16,408
19584788,557,2011-09-30,2009,101074,101074,1,1,1,66,16,1,16,408
19584791,558,2011-09-30,2009,121733,121733,1,1,1,66,16,1,16,408
19584792,559,2011-09-30,2016,236471,236471,1,1,1,66,16,1,16,408
3928962,547,2004-06-24,2004,121443,121443,1,1,1,166,16,1,16,141
3928173,1316,2004-09-30,1997,181059,181059,1,1,1,166,16,1,16,141
3928179,1317,2004-09-30,1997,343941,343941,1,1,1,166,16,1,16,141
2963897,370,2009-09-08,2002,49764,49764,1,1,1,121,3,1,16,142
2964311,377,2009-09-08,2003,45807,45807,1,1,1,121,3,1,16,142
2964312,539,2009-09-08,2007,46641,46641,1,1,1,121,3,1,16,142
2964329,626,2009-09-08,2001,55163,55163,1,1,1,121,3,1,16,142
2967358,1247,2009-09-08,2003,47835,47835,1,1,1,121,3,1,16,142
2964374,1521,2009-09-08,2008,39297,39297,1,1,1,121,3,1,16,142
2964391,1600,2009-09-08,2003,49654,49654,1,1,1,121,3,1,16,142
2964380,1633,2009-09-08,2002,51141,51141,1,1,1,121,3,1,16,142
2964503,1687,2009-09-08,2002,55216,55216,1,1,1,121,3,1,16,142
2967350,1874,2009-09-08,2002,49808,49808,1,1,1,121,3,1,16,142
2967356,1881,2009-09-08,2003,49263,49263,1,1,1,121,3,1,16,142
4820572,1738,2012-08-27,2015,104026,104026,1,1,1,121,3,1,16,142
2967481,1264,2006-12-20,2009,42440,42440,1,1,1,121,1,1,16,142
2967484,423,2010-10-31,2009,40627,40627,1,1,1,121,3,1,16,142
3663557,123,2005-07-14,2009,97690,89875,1,0,1,108,29,1,16,143
3588389,857,1989-12-21,1989,316311,253049,1,0,1,66,32,1,16,354
3582208,701,2006-01-05,1980,40800,40800,1,1,1,166,16,1,16,148
3596891,702,2006-01-05,1980,66600,66600,1,1,1,166,16,1,16,148
3921930,703,2006-01-05,1980,45360,45360,1,1,1,166,16,1,16,148
3927789,704,2006-01-05,1980,30577,30577,1,1,1,166,16,1,16,148
3579485,705,2006-01-05,1980,40136,40136,1,1,1,166,16,1,16,148
3582871,706,2006-01-05,1980,50814,50814,1,1,1,166,16,1,16,148
18753941,707,2006-01-05,1980,118118,118118,1,1,1,166,25,1,16,148
3583153,708,2006-01-05,1980,157200,157200,1,1,1,166,16,1,16,148
3583123,709,2006-01-05,1980,84240,84240,1,1,1,166,16,1,16,148
3583250,710,2006-01-05,1980,60420,60420,1,1,1,166,16,1,16,148
3596826,711,2006-01-05,1980,45550,45550,1,1,1,166,16,1,16,148
18753929,712,2006-01-05,1980,203534,203534,1,1,1,166,16,1,16,148
3914172,713,2006-01-05,1980,49112,49112,1,1,1,166,16,1,16,148
3582197,715,2006-01-05,1980,53922,53922,1,1,1,166,16,1,16,148
9686,1366,2006-10-30,1988,275117,220094,1,0,1,44,32,2,16,150
9674,1022,2006-10-31,1982,143070,114456,1,0,1,44,32,2,16,151
3930332,1235,2004-09-30,1998,129469,129469,1,1,1,166,25,1,16,152
3930338,1236,2004-09-30,1998,116695,116695,1,1,1,166,16,1,16,152
3930251,1237,2004-09-30,1998,112000,89600,1,1,1,166,16,1,16,152
3928191,1234,2004-09-30,1999,98840,98840,1,1,1,166,16,1,16,152
19584794,900,2016-12-19,2018,656880,656880,1,1,1,66,16,1,16,393
19584796,901,2016-12-19,2019,600000,600000,1,1,1,66,16,1,16,393
11867700,899,2020-07-02,2020,1040000,1040000,1,1,1,66,16,1,16,393
3969180,1878,1977-05-06,1973,141425,141425,1,1,1,166,16,1,16,153
3969267,1879,1977-05-06,1973,129600,129600,1,1,1,166,16,1,16,153
3969539,1880,1977-05-06,1973,133280,133280,1,1,1,166,16,1,16,153
9698,1307,2006-10-30,1990,136672,109338,1,0,1,44,32,2,16,154
3663320,30,2005-07-14,2009,78956,66323,1,0,1,108,29,1,16,155
2855118,1032,1998-11-13,1997,376437,301150,1,0,1,66,32,1,16,698
9723,1432,2006-10-30,2003,114627,91702,1,0,1,44,32,2,16,156
3588555,1054,2012-04-11,2001,172829,138263,1,0,1,66,32,1,16,712
9667,1480,2006-10-31,1986,209749,167799,1,0,1,44,32,2,16,158
3663319,29,2005-07-14,2009,78502,78502,1,0,1,108,29,1,16,158
20652372,1754,2021-12-23,2017,197879,148283,1,1,1,109,30,1,16,293
3663414,74,2005-07-14,2009,69592,59849,1,0,1,108,29,1,16,159
3663335,38,2005-07-14,1988,75770,65162,1,0,1,108,29,1,16,159
5094702,445,2016-07-22,2014,919284,584590,1,0,1,107,28,1,16,290
18253979,1060,2016-07-22,2014,390624,386718,1,0,1,153,1,1,16,290
14410925,1875,2017-10-02,2017,278322,278322,1,1,1,153,3,1,16,290
6187818,1537,2017-03-15,2017,1016116,1016116,1,1,1,23,16,1,16,160
30100,1467,2017-03-15,2019,508395,508395,1,1,1,23,16,2,16,160
15997,1562,2006-03-30,2005,283665,283665,1,1,1,17,16,2,16,160
16344992,424,2021-04-15,2021,154831,154831,1,1,1,23,16,1,16,162
16344993,425,2021-04-15,2021,313080,313080,1,1,1,23,16,1,16,162
16344995,426,2021-04-15,2021,127631,127631,1,1,1,23,16,1,16,162
2852163,449,2006-06-29,1999,234991,187993,1,0,1,107,13,1,16,304
2852123,452,2006-06-29,2003,259750,207800,1,0,1,187,13,1,16,304
6047188,603,2017-05-12,2017,81338,81338,1,1,1,109,30,1,16,304
13418943,1681,2019-09-05,2019,89856,89856,1,1,1,109,30,1,16,304
2854906,450,2006-06-29,2001,192439,182817,1,0,1,187,13,1,16,308
3663428,79,2005-07-14,2009,101818,82473,1,0,1,108,29,1,16,164
2854927,451,2006-06-29,2004,337427,269942,1,0,1,187,13,1,16,281
2855267,1887,2006-06-29,2006,177557,142046,1,0,1,187,13,1,16,281
23935479,1363,2019-04-30,2012,143358,143358,1,1,1,6,30,1,16,165
13458276,1364,2019-04-30,2012,53359,53359,1,1,1,6,30,1,16,165
23640977,1444,2019-06-28,2021,311406,311406,1,1,1,56,1,1,16,166
6054177,1082,2014-09-17,1999,111430,111430,1,1,1,71,16,1,16,717
6047197,1777,2015-05-21,2014,121021,121021,1,0,1,172,30,1,16,169
3663582,134,2005-07-14,2009,80770,71885,1,0,1,108,29,1,16,170
19506135,1606,2021-11-09,2020,81970,44961,1,0,1,132,30,1,16,171
2854696,1798,2005-05-27,2004,352396,281917,1,0,1,182,13,1,16,172
3663447,86,2005-07-14,2009,89915,80924,1,0,1,108,29,1,16,173
4559783,545,2015-07-30,1991,458928,361640,1,0,1,96,17,1,16,549
15673260,1339,2016-06-22,2020,273058,227788,1,1,1,97,2,1,16,549
25120482,855,2022-05-24,1985,166593,166593,1,1,1,66,14,1,16,549
25120485,1226,2022-05-24,2005,318972,318972,1,1,1,66,14,1,16,549
25120487,1300,2022-05-24,1980,188800,188800,1,1,1,66,14,1,16,549
14410916,543,2013-06-11,2015,340030,340030,1,1,1,73,2,1,16,549
3533655,1196,2015-01-23,1984,439606,395645,1,0,1,43,17,1,16,549
9709,1329,2006-10-30,1989,186511,149209,1,0,1,44,32,2,16,549
2549495,1052,2007-12-14,1969,364500,364500,1,1,1,93,17,1,16,377
1352199,1437,2005-01-10,1987,1171212,1054091,1,0,1,93,17,1,16,377
1401465,1861,2005-01-10,1992,851195,766076,1,0,1,93,17,1,16,377
6798918,1435,2017-11-16,2015,509699,509699,1,1,1,86,2,1,16,377
6782086,656,2019-12-12,2017,791590,635304,1,0,1,167,17,1,16,694
1534284,252,2004-04-30,2004,263402,261803,1,0,1,112,17,1,16,694
6566782,724,2015-07-23,2017,269554,269554,1,1,1,140,2,1,16,529
16782658,725,2015-07-13,2021,277050,277050,1,1,1,140,2,1,16,529
17384238,667,2020-12-18,2020,96750,67700,1,0,1,136,30,1,16,529
13513782,994,2000-07-19,1989,21800,21800,1,1,1,149,17,1,16,398
13513781,995,2000-07-19,2000,250468,250000,1,1,1,149,16,1,16,398
13800838,922,2016-05-10,2020,509338,509338,1,1,1,52,2,1,16,291
23375827,1477,2010-01-31,2004,81259,81259,1,1,1,120,16,1,16,291
23375828,1478,2010-01-31,2007,123484,123484,1,1,1,120,16,1,16,291
13811521,1780,2015-02-27,2018,381944,381944,1,1,1,52,2,1,16,291
1409966,1594,2017-06-22,2001,532119,539821,1,1,1,189,17,1,16,291
15288891,333,2020-11-20,2022,296925,279413,1,0,1,86,3,1,16,291
3663432,82,2005-07-14,2009,56972,51275,1,0,1,108,29,1,16,357
6047201,1847,2015-12-09,2014,85476,51004,1,0,1,95,30,1,16,357
24759489,1130,2012-05-01,2001,44981,44981,1,1,1,150,16,1,16,254
24759490,1131,2012-05-01,1999,147581,147581,1,1,1,150,16,1,16,254
24759491,1132,2012-05-01,1999,147581,147581,1,1,1,150,16,1,16,254
3663309,26,2005-07-14,2009,78040,78040,1,0,1,108,29,1,16,254
3663314,27,2005-07-14,2009,81201,81201,1,0,1,108,29,1,16,254
3663339,40,2005-07-14,2009,75148,66882,1,0,1,108,29,1,16,254
24727374,1716,2022-11-22,2021,1077416,1077416,1,1,1,80,16,1,16,201
22013861,297,2022-05-27,2019,80945,66970,1,0,1,108,29,1,16,201
3663648,141,2005-07-14,2009,64505,58700,1,0,1,108,29,1,16,522
3663291,15,2005-07-14,2009,68580,68580,1,0,1,108,29,1,16,513
3663289,14,2005-07-14,2009,54825,54825,1,0,1,108,29,1,16,513
2854799,998,2003-12-31,2003,79991,63993,1,0,1,162,32,1,16,218
3663445,84,2005-07-14,2009,50328,45295,1,0,1,108,29,1,16,363
3663331,35,2005-07-14,1988,86456,77810,1,0,1,108,29,1,16,220
2855277,991,1995-04-12,1985,147080,117664,1,0,1,162,32,1,16,220
19926242,1297,2021-12-14,2020,203873,137576,1,0,1,121,1,1,16,245
2855286,1565,2008-09-30,2008,102660,82128,1,0,1,162,32,1,16,245
2855301,1683,2007-01-19,2007,40123,32098,1,0,1,162,32,1,16,245
1263521,1302,2004-06-28,1988,238329,213985,1,0,1,66,17,1,16,726
9628,1157,2006-10-31,1987,146230,116984,1,0,1,44,32,2,16,726
6244835,1662,2015-11-04,1999,325424,325424,1,1,1,71,14,1,16,726
6770745,1918,2022-02-11,2018,477723,477723,1,1,1,121,2,1,16,726
3422661,1635,2011-08-16,1993,68280,54624,1,0,1,162,32,1,16,223
3422628,1652,2011-08-16,2007,68280,54624,1,0,1,162,32,1,16,223
19835265,1298,2021-12-14,2020,139087,139087,1,1,1,121,3,1,16,730
2854803,625,2000-07-11,1999,40050,32040,1,0,1,162,32,1,16,224
3663682,146,2005-07-14,2009,98508,80777,1,0,1,108,29,1,16,626
3663368,54,2005-07-14,1997,85835,75535,1,0,1,108,29,1,16,626
3422674,1189,2011-08-16,2001,78979,63183,1,0,1,162,32,1,16,226
4858433,1536,2015-05-08,2008,455671,455671,1,1,1,107,28,1,16,256
19926243,1634,2021-12-14,2016,158490,158490,1,1,1,163,1,1,16,256
14465158,823,2018-08-27,2008,102786,82229,1,0,1,162,32,1,16,228
20008134,1259,2021-10-22,2019,74637,null,1,1,1,162,32,1,16,229
2855263,861,2003-08-11,1978,95632,76506,1,0,1,162,32,1,16,230
2855280,1593,1995-04-12,1990,97940,78352,1,0,1,162,32,1,16,230
3663308,25,2005-07-14,2009,86868,86868,1,0,1,108,29,1,16,230
29823026,783,2007-07-20,2003,669732,669732,1,1,3,150,7,1,16,231
24759492,1848,2013-05-13,2015,218000,218000,1,1,1,150,16,1,16,233
20652373,1782,2021-12-23,2019,285000,186742,1,1,1,109,30,1,16,234
3663299,19,2005-07-14,2009,82051,82051,1,0,1,108,29,1,16,410
3422659,1730,2011-08-16,2002,80835,64668,1,0,1,162,32,1,16,237
2855310,1012,1996-11-01,1996,77386,61909,1,0,1,162,32,1,16,237
20781717,320,2021-09-09,2020,197444,197444,1,1,1,60,1,1,16,240
6047192,1026,2016-02-18,2017,199551,199551,1,1,1,94,30,1,16,241
28620795,560,2020-07-10,1900,312103,312103,1,1,1,31,25,1,16,242
3663591,135,2005-07-14,2009,91980,77263,1,0,1,108,29,1,16,383
19917563,310,2021-12-02,2019,64199,null,1,0,1,108,29,1,16,243
4045889,1564,2013-12-23,2013,81499,81499,1,1,1,176,15,1,16,395
4134278,1660,2013-12-23,2011,174627,167642,1,1,1,176,15,1,16,348
6600079,388,2010-09-01,2008,342708,342708,1,1,1,121,1,1,16,246
2855343,1217,2004-03-03,2004,29011,23209,1,0,1,162,32,1,16,247
3075592,1932,2003-06-10,2008,23483,21135,1,0,1,162,17,1,16,247
12443878,360,2019-06-11,2021,341465,341465,1,1,1,100,1,1,16,250
22455738,1398,2006-08-25,2001,1000638,1000638,1,1,1,104,16,1,16,500
22455739,1399,2010-05-07,2009,722048,722048,1,1,1,104,16,1,16,500
19917564,309,2021-12-02,2020,75134,null,1,0,1,108,29,1,16,252
4046675,1409,2011-11-17,2008,374825,374825,1,1,1,121,1,1,16,459
3982636,1894,2013-09-27,2007,97771,87994,1,1,1,175,17,1,16,459
3982693,1895,2013-09-27,2008,97236,87512,1,0,1,175,17,1,16,459
4718652,1896,2014-08-13,2016,103023,92721,1,0,1,175,17,1,16,459
6244455,1897,2016-10-25,2016,104022,104022,1,1,1,175,17,1,16,459
11610445,1898,2018-10-18,2020,209783,209783,1,1,1,175,17,1,16,459
4034737,1568,2000-07-11,1999,57960,46368,1,0,1,162,32,1,16,257
3663386,63,2005-07-14,2009,79050,69564,1,0,1,108,29,1,16,495
19835280,1458,2021-12-14,2018,142421,142421,1,1,1,121,1,1,16,654
23246761,1214,2022-06-03,2021,155757,155757,1,1,1,61,31,1,16,654
6301368,1801,2017-07-19,2016,468846,468846,1,1,1,121,1,1,16,262
2854807,1485,2004-09-30,1997,289005,289005,1,1,1,162,32,1,16,263
2855274,1505,1995-04-12,1988,141949,113559,1,0,1,162,32,1,16,264
3010278,1508,2001-08-30,2001,44270,44270,1,1,1,162,32,1,16,265
6707016,414,2018-10-10,1985,276595,276595,1,1,1,33,1,1,16,267
6712715,416,2018-10-10,1988,211640,211640,1,1,1,33,1,1,16,267
3663344,43,2005-07-14,2009,83160,74012,1,0,1,108,29,1,16,268
2854800,1567,2002-08-15,2001,65795,52636,1,0,1,162,32,1,16,268
23246759,1207,2022-06-03,2021,202712,202712,1,1,1,61,31,1,16,269
28749177,955,2023-01-27,2023,250955,250955,1,1,1,66,16,1,16,271
23246758,1212,2022-06-03,2019,85736,85736,1,1,1,61,31,1,16,272
2855288,839,1997-12-18,1997,78405,62724,1,0,1,162,32,1,16,273
23246760,1208,2022-06-03,2021,277630,277630,1,1,1,61,31,1,16,274
6295817,1474,2010-01-31,2004,156082,156082,1,1,1,120,16,1,16,294
6295840,1475,2010-01-31,2007,137889,137889,1,1,1,120,16,1,16,294
6295835,1476,2010-01-31,2004,256828,256828,1,1,1,120,16,1,16,294
2855380,1653,1997-06-30,1996,209642,167714,1,0,1,162,32,1,16,277
2855285,1931,1995-04-12,2005,87972,70378,1,0,1,162,32,1,16,282
3663525,115,2005-07-14,2009,76540,71182,1,0,1,108,29,1,16,283
3663520,113,2005-07-14,2009,96013,83531,1,0,1,108,29,1,16,283
11715544,1457,2018-03-29,2020,238883,238883,1,1,1,121,3,1,16,283
20251196,1906,2020-06-30,1900,256337,119672,1,1,1,11,30,1,16,283
22887485,342,2022-07-19,2018,172589,104969,1,1,1,170,30,1,16,285
12455736,1500,2020-07-29,2019,442000,442000,1,1,1,23,16,1,16,292
6047190,876,2016-11-30,2014,87624,87624,1,0,1,22,30,1,16,288
9645,624,2006-10-31,1996,86909,69527,1,0,1,44,32,2,16,720
9623,1033,2006-10-31,1988,264769,211815,1,0,1,44,32,2,16,547
19917572,201,2021-11-19,1996,68422,null,1,0,1,108,29,1,16,295
15288838,251,2020-10-02,2022,392178,317749,1,0,1,121,3,1,16,296
6047184,390,2016-02-12,2015,89170,89170,1,1,1,109,30,1,16,297
11878099,391,2018-03-23,2018,132850,94300,1,0,1,109,30,1,16,297
23246763,1211,2022-06-03,2022,96390,96390,1,1,1,61,31,1,16,298
9625,491,2007-01-12,1992,318775,255020,1,0,1,44,32,2,16,706
9621,688,2007-01-12,1988,236641,189313,1,0,1,44,32,2,16,546
9662,904,2007-01-12,1996,425966,340773,1,0,1,44,32,2,16,468
3663533,119,2005-07-14,1998,74517,68556,1,0,1,108,29,1,16,468
12454855,936,2020-07-29,2019,251466,251466,1,1,1,23,16,1,16,303
12454934,937,2020-07-29,2020,262530,262530,1,1,1,23,16,1,16,303
9646,1255,2007-01-12,1996,433474,346779,1,1,1,44,32,2,16,402
3663333,36,2005-07-14,2009,78392,68201,1,0,1,108,29,1,16,569
11866485,265,2019-12-17,2018,726909,726909,1,1,1,66,16,1,16,309
11857117,267,2019-12-17,2019,998400,998400,1,1,1,66,16,1,16,309
6047185,392,2016-02-12,2015,89580,89580,1,0,1,109,30,1,16,311
12455741,1649,2020-07-29,2020,209192,209192,1,1,1,23,16,1,16,312
19917567,198,2021-12-02,2019,74295,null,1,0,1,108,29,1,16,313
23246764,1209,2022-06-03,1900,84736,84736,1,1,1,61,31,1,16,313
5950569,1524,2014-04-17,2015,108763,108763,1,1,1,71,16,1,16,718
6331843,1525,2014-04-17,2015,119202,119202,1,1,1,71,16,1,16,718
6331848,1526,2014-04-17,2015,82956,82956,1,1,1,71,16,1,16,718
6331852,1527,2014-04-17,2015,61797,61797,1,1,1,71,16,1,16,718
15086881,1552,2020-08-20,2020,607279,607279,1,1,1,74,16,1,16,499
15086818,1553,2020-08-20,2020,175055,175055,1,1,1,74,16,1,16,499
15086886,1554,2020-08-20,2020,419460,419460,1,1,1,74,16,1,16,499
15086821,1555,2020-08-20,2020,975761,975761,1,1,1,74,16,1,16,481
3336342,1544,2006-01-06,2005,1061954,1061954,1,1,1,66,16,1,16,405
14888957,1545,2018-12-20,2021,194286,194286,1,1,1,66,16,1,16,405
11867834,1546,2014-04-11,2014,276260,276260,1,1,1,66,16,1,16,405
11867783,1547,2015-02-03,2015,137503,137503,1,1,1,66,16,1,16,405
6047191,1025,2017-01-19,2018,225710,225710,1,1,1,94,30,1,16,339
2550702,862,2000-09-29,2000,391657,313326,1,0,1,187,13,1,16,342
13132279,1400,2019-10-25,1977,480464,480464,1,1,1,74,25,1,16,349
3663573,127,2005-07-14,2009,72555,67476,1,0,1,108,29,1,16,351
18269788,1802,2014-08-01,2018,317787,317787,1,1,1,121,3,1,16,492
20781718,1882,2021-09-09,2020,177702,177702,1,1,1,178,3,1,16,492
3663576,129,2005-07-14,2009,105930,94278,1,0,1,108,29,1,16,352
3663425,78,2005-07-14,2009,51425,44740,1,0,1,108,29,1,16,387
6047200,1846,2015-12-09,2014,105884,77815,1,1,1,95,30,1,16,356
3663269,6,2005-07-14,2009,56354,56354,1,0,1,108,29,1,16,415
3663488,103,2005-07-14,1996,45775,40282,1,0,1,108,29,1,16,373
22839535,1717,2022-06-30,2019,81975,49213,1,1,1,89,30,1,16,374
3663500,106,2005-07-14,2009,96380,87706,1,0,1,108,29,1,16,428
2789960,1811,2003-12-23,2003,376082,300866,1,0,1,66,13,1,16,431
3663685,147,2005-07-14,2009,89745,83463,1,0,1,108,29,1,16,416
4946958,1860,2015-08-11,2015,485097,485197,1,1,1,86,2,1,16,379
23728969,1342,2018-04-23,2020,463936,463936,1,1,1,97,3,1,16,380
22455744,605,2014-11-20,1973,91670,91670,1,1,1,96,16,1,16,381
22455745,606,2014-11-20,1972,158901,158901,1,1,1,96,16,1,16,381
22455746,607,2014-11-20,1982,52195,52195,1,1,1,96,16,1,16,381
22455740,608,2014-11-20,1980,204231,204231,1,1,1,96,16,1,16,381
22455741,609,2014-11-20,1980,169062,169062,1,1,1,96,16,1,16,381
22455742,610,2014-11-20,1977,204117,204117,1,1,1,96,16,1,16,381
22455743,611,2014-11-20,1970,203153,192995,1,1,1,96,16,1,16,381
29823085,792,2006-08-14,2010,312626,12266,1,1,3,5,21,1,16,450
13051146,356,2019-01-24,2020,302649,242808,1,0,1,130,3,1,16,450
18221893,156,2014-03-24,2016,144314,144314,1,1,1,121,3,1,16,450
20245860,1806,2022-02-04,2017,86885,86885,1,1,1,62,30,1,16,382
3663564,125,2005-07-14,2009,61275,55760,1,0,1,108,29,1,16,440
6207484,1014,2013-12-12,2011,68721,68721,1,0,1,148,29,1,16,520
3663377,59,2005-07-14,2009,62055,54608,1,0,1,108,29,1,16,656
20245862,1810,2022-02-04,2017,77430,77430,1,1,1,62,30,1,16,388
3315077,1731,2009-12-16,2008,235879,235879,1,1,1,156,16,1,16,728
3431772,481,2007-04-03,2005,379760,379760,1,1,1,156,16,1,16,728
3431797,1579,2007-04-03,2006,401076,401076,1,1,1,156,16,1,16,728
3431763,1732,2008-11-25,2007,503534,503534,1,1,1,156,16,1,16,728
4361948,1733,2012-11-26,2013,350075,350075,1,1,1,156,16,1,16,728
12425592,1596,2018-08-01,2020,231398,231398,1,0,1,16,17,1,16,389
12425590,1625,2001-05-15,1996,458166,412349,1,0,1,16,17,1,16,389
3663274,7,2005-07-14,1988,70770,70770,1,0,1,108,29,1,16,391
4380803,1827,2004-08-27,2003,331824,265459,1,0,1,86,2,1,16,396
2970027,1857,1997-12-12,1997,1171711,1171711,1,1,1,66,16,1,16,401
13404775,1792,2012-09-05,2014,582016,579586,1,1,1,86,2,1,16,472
11855525,1791,2012-09-05,2019,587594,587594,1,1,1,86,2,1,16,472
18722810,396,2021-10-08,2019,72786,42554,1,0,1,109,30,1,16,403
11877605,389,2019-08-12,1999,79648,31745,1,0,1,109,30,1,16,407
3663372,56,2005-07-14,2009,61890,58177,1,0,1,108,29,1,16,429
18722817,404,2021-10-08,2019,72307,30122,1,0,1,109,30,1,16,412
22013867,298,2022-05-27,2020,82128,77702,1,0,1,108,29,1,16,418
20781720,369,2021-11-18,2020,243605,243605,1,1,1,178,3,1,16,419
22013858,291,2022-05-27,2018,66970,110767,1,0,1,108,29,1,16,422
3663303,22,2005-07-14,2009,82622,82622,1,0,1,108,29,1,16,572
1479951,1901,2003-06-18,2003,553045,497741,1,0,1,144,17,1,16,477
6047199,1822,2016-11-10,2013,198937,210936,1,0,1,35,30,1,16,430
6867640,1824,2017-12-21,2014,92547,92547,1,0,1,35,30,1,16,433
6047202,1825,2016-12-14,2013,121692,125160,1,0,1,35,30,1,16,434
10177452,1823,2022-07-13,2015,113596,94974,1,0,1,35,30,1,16,436
3663679,144,2005-07-14,2009,84775,84775,1,0,1,108,29,1,16,713
20781719,227,2021-11-18,2015,86054,86054,1,1,1,178,1,2,16,585
19869347,319,2021-03-05,2008,601081,null,1,1,1,8,17,1,16,715
19917576,200,2021-11-19,2018,80330,null,1,0,1,108,29,1,16,448
23634708,1184,2020-11-25,2023,302226,277350,1,1,3,53,1,1,16,452
23764073,358,2019-11-22,2022,303633,303633,1,1,1,100,1,1,16,628
20433,594,2017-12-15,2019,354000,359874,1,1,1,165,16,2,16,454
19937040,595,2017-12-15,1900,150000,150000,1,1,1,165,16,1,16,454
28749178,953,2023-06-22,2023,340878,340878,1,1,1,66,16,1,16,455
17682930,825,2021-07-22,2018,99012,49223,1,0,1,132,30,1,16,461
11878119,335,2019-03-01,2021,140115,140115,1,1,1,170,30,1,16,474
11878459,1241,2019-12-20,2021,481770,481770,1,1,1,110,16,1,16,479
11878460,1242,2019-12-20,2021,840203,840203,1,1,1,110,16,1,16,479
14818281,519,2018-11-20,2020,263136,263136,1,1,1,138,1,1,16,601
19917575,204,2021-11-19,2002,67825,null,1,0,1,108,29,1,16,601
3663617,139,2005-07-14,1999,89820,79042,1,0,1,108,29,1,16,557
7529385,400,2018-09-12,1982,80618,80618,1,1,1,109,30,1,16,486
11878134,393,2019-08-12,2017,69000,34000,1,0,1,109,30,1,16,487
25051473,1314,2011-02-10,2010,124237,124237,1,1,1,174,3,1,16,488
10083685,1337,2012-12-21,2014,405697,405697,1,1,1,70,3,1,16,488
10084418,1338,2016-03-31,2018,160714,160714,1,1,1,70,1,1,16,488
14465167,1654,2011-02-10,2010,53191,53191,1,1,1,174,28,1,16,488
11878136,394,2019-08-12,2018,69451,34516,1,0,1,109,30,1,16,490
18722828,398,2021-10-08,2019,75262,41142,1,0,1,109,30,1,16,491
22013870,301,2022-05-27,2020,77702,82128,1,0,1,108,29,1,16,493
18722856,399,2021-10-08,2018,70170,36865,1,0,1,109,30,1,16,494
22150568,1759,2017-12-07,2021,712078,712078,1,0,1,165,3,1,16,509
2494755,271,2006-09-29,2006,684344,684344,1,1,1,82,3,1,16,509
3198852,1610,2000-09-02,2000,270799,270799,1,1,1,82,2,1,16,509
6097843,401,2016-06-20,2013,38728,38728,1,0,1,109,30,1,16,502
18205495,668,2021-10-08,2018,74319,45839,1,1,1,136,30,1,16,503
7529675,403,2018-09-12,2003,188728,188728,1,1,1,109,30,1,16,506
7529683,402,2018-09-12,2001,90871,90871,1,1,1,109,30,1,16,507
4859914,1612,2012-12-28,2015,215283,215283,1,1,1,128,2,1,16,508
2550303,1613,2010-06-30,2009,223867,223867,1,1,1,128,3,1,16,508
11878205,1902,2019-11-25,2017,85053,41649,1,0,1,11,30,1,16,512
3663487,102,2005-07-14,2009,55923,46416,1,0,1,108,29,1,16,512
25110696,693,2022-12-12,2021,105741,55257,1,1,1,141,30,1,16,514
3663558,124,2005-07-14,2001,84767,75443,1,0,1,108,29,1,16,527
3663650,142,2005-07-14,2000,97140,86455,1,0,1,108,29,1,16,528
19917573,202,2021-11-19,1982,56142,null,1,0,1,108,29,1,16,594
6302251,1204,2017-09-29,2013,409454,409454,1,1,1,96,13,1,16,647
3663362,50,2005-07-14,2009,64970,61722,1,0,1,108,29,1,16,545
9691,1744,2006-10-30,1990,211786,169429,1,0,1,44,32,2,16,548
3663343,42,2005-07-14,1997,93810,86305,1,0,1,108,29,1,16,563
21902501,1305,2022-05-06,2021,66429,66429,1,1,1,162,32,1,16,591
19917565,302,2021-12-02,2021,68188,null,1,0,1,108,29,1,16,566
2982484,1800,2007-12-31,2006,446263,374604,1,0,1,193,13,1,16,560
14385055,295,2021-12-02,2020,88155,null,1,0,1,108,29,1,16,568
4075427,405,2016-06-20,2013,68150,68150,1,0,1,109,30,1,16,573
19917574,203,2021-11-19,2007,51450,null,1,0,1,108,29,1,16,599
28749175,952,2023-02-08,2023,250955,250955,1,1,1,66,16,1,16,590
28749176,954,2023-02-21,2023,250955,250955,1,1,1,66,16,1,16,598
29911120,758,2015-11-17,2017,200765,200765,1,1,3,94,30,1,16,602
11713027,1867,2016-08-26,2019,150709,150709,1,0,1,121,3,1,16,721
3663449,88,2005-07-14,2009,73322,61590,1,0,1,108,29,1,16,636
23246762,1213,2022-06-03,2021,104842,104842,1,1,1,61,31,1,16,637
20806332,434,2021-03-11,2022,266339,266339,1,1,1,73,1,1,16,649
28749174,950,2023-03-08,2023,250955,250955,1,1,1,66,16,1,16,699
11868259,1434,2019-06-05,2021,273736,273736,1,0,1,66,17,1,16,724
25518725,1494,2021-10-01,2021,64000,64000,1,1,1,23,16,1,16,719
18722834,397,2021-10-08,2005,115133,78908,1,0,1,109,30,1,16,705
